Date,Watch time (hours)
2024-05-18,0.0101
2024-05-19,0.1893
2024-05-20,0.0495
2024-05-21,0.0122
2024-05-22,0.2541
2024-05-23,0.1526
2024-05-24,0.1502
2024-05-25,0.127
2024-05-26,0.1254
2024-05-27,0.1182
2024-05-28,0.063
2024-05-29,0.1077
2024-05-30,0
2024-05-31,0.0489
2024-06-01,0.0662
2024-06-02,0.1608
2024-06-03,0.095
2024-06-04,0.0684
2024-06-05,0.13
2024-06-06,0.0151
2024-06-07,0.2029
2024-06-08,0.0737
2024-06-09,0.1711
2024-06-10,0.0264
2024-06-11,0.1162
2024-06-12,0.1263
2024-06-13,0.0658
2024-06-14,0.2132
2024-06-15,0.0212
2024-06-16,0.0105
2024-06-17,0.0011
2024-06-18,0.0312
2024-06-19,0.0143
2024-06-20,0.0104
2024-06-21,0.1373
2024-06-22,0.0875
2024-06-23,0.0418
2024-06-24,0.0064
2024-06-25,0.033
2024-06-26,0.0173
2024-06-27,0.2017
2024-06-28,0.3118
2024-06-29,0.0532
2024-06-30,0.0202
2024-07-01,0.0651
2024-07-02,0.2189
2024-07-03,0.0327
2024-07-04,0.0514
2024-07-05,0.0147
2024-07-06,0.0752
2024-07-07,0.1936
2024-07-08,0.0247
2024-07-09,0.0627
2024-07-10,0.1667
2024-07-11,0.0206
2024-07-12,0.0499
2024-07-13,0.0277
2024-07-14,0.0178
2024-07-15,0.0116
2024-07-16,0.0646
2024-07-17,0.0658
2024-07-18,0.0334
2024-07-19,0.2058
2024-07-20,0.0054
2024-07-21,0.8936
2024-07-22,0.2903
2024-07-23,0.0287
2024-07-24,0.1045
2024-07-25,0.0071
2024-07-26,0.1309
2024-07-27,0.0392
2024-07-28,0.0789
2024-07-29,0.0346
2024-07-30,0.0662
2024-07-31,0.0398
2024-08-01,0.0881
2024-08-02,0.0614
2024-08-03,0.0195
2024-08-04,0.0073
2024-08-05,0.0076
2024-08-06,0.0206
2024-08-07,0.0791
2024-08-08,0.0575
2024-08-09,0.0561
2024-08-10,0.0132
2024-08-11,0.0014
2024-08-12,0.0003
2024-08-13,0.0903
2024-08-14,0.0405
2024-08-15,0.0317
2024-08-16,0.0152
2024-08-17,0.0501
2024-08-18,0
2024-08-19,0.0034
2024-08-20,0.0384
2024-08-21,0.0063
2024-08-22,0.0208
2024-08-23,0.0432
2024-08-24,0.219
2024-08-25,0.1573
2024-08-26,0.0391
2024-08-27,0.0025
2024-08-28,0.008
2024-08-29,0
2024-08-30,0.3038
2024-08-31,0.0047
2024-09-01,0.0924
2024-09-02,0.2642
2024-09-03,0.0017
2024-09-04,0.0019
2024-09-05,0
2024-09-06,0.0287
2024-09-07,0.0386
2024-09-08,0.0615
2024-09-09,0.0635
2024-09-10,0.0104
2024-09-11,0.0203
2024-09-12,0
2024-09-13,0.0129
2024-09-14,0.0017
2024-09-15,0.0228
2024-09-16,0.0017
2024-09-17,0.026
2024-09-18,0
2024-09-19,0
2024-09-20,0.2052
2024-09-21,0.1928
2024-09-22,0.1074
2024-09-23,0.0759
2024-09-24,0.0338
2024-09-25,0
2024-09-26,0
2024-09-27,0.0475
2024-09-28,0.139
2024-09-29,0.2196
2024-09-30,0.0447
2024-10-01,0.0154
2024-10-02,0.0152
2024-10-03,0.0864
2024-10-04,0.0054
2024-10-05,0.1616
2024-10-06,0.0161
2024-10-07,0.0043
2024-10-08,0.0124
2024-10-09,0.2055
2024-10-10,0.1145
2024-10-11,0.0825
2024-10-12,0.0155
2024-10-13,0.0334
2024-10-14,0.1067
2024-10-15,0.0337
2024-10-16,0.0337
2024-10-17,0.0027
2024-10-18,0.0156
2024-10-19,0
2024-10-20,0.0059
2024-10-21,0.1367
2024-10-22,0.0751
2024-10-23,0.0316
2024-10-24,0.094
2024-10-25,0.1624
2024-10-26,0
2024-10-27,0.0044
2024-10-28,0.1113
2024-10-29,0.0439
2024-10-30,0.01
2024-10-31,0.044
2024-11-01,0.1093
2024-11-02,0.0253
2024-11-03,0.0117
2024-11-04,0.0031
2024-11-05,0.0099
2024-11-06,0.004
2024-11-07,0.008
2024-11-08,0.0467
2024-11-09,0.064
2024-11-10,0
2024-11-11,0.0475
2024-11-12,0.046
2024-11-13,0.0474
2024-11-14,0.0424
2024-11-15,0.0496
2024-11-16,0
2024-11-17,0.0163
2024-11-18,0.0108
2024-11-19,0.0054
2024-11-20,0.0038
2024-11-21,0.0144
2024-11-22,0.0049
2024-11-23,0.0792
2024-11-24,0.0702
2024-11-25,0.0141
2024-11-26,0.0055
2024-11-27,0.1118
2024-11-28,0.0047
2024-11-29,0.0197
2024-11-30,0
2024-12-01,0.0139
2024-12-02,0.011
2024-12-03,0.0105
2024-12-04,0
2024-12-05,0.0197
2024-12-06,0.1733
2024-12-07,0.02
2024-12-08,0.0011
2024-12-09,0.015
2024-12-10,0.2209
2024-12-11,0.0295
2024-12-12,0.0146
2024-12-13,0.0005
2024-12-14,0.028
2024-12-15,0.0037
2024-12-16,0
2024-12-17,0
2024-12-18,0.0926
2024-12-19,0.0963
2024-12-20,25.4426
2024-12-21,19.6141
2024-12-22,5.8057
2024-12-23,3.4661
2024-12-24,6.104
2024-12-25,7.3674
2024-12-26,3.5563
2024-12-27,5.2253
2024-12-28,4.3226
2024-12-29,1.3655
2024-12-30,6.5581
2024-12-31,3.9638
2025-01-01,5.3107
2025-01-02,4.6786
2025-01-03,5.3673
2025-01-04,2.8534
2025-01-05,0.6653
2025-01-06,0.9698
2025-01-07,0.0919
2025-01-08,0.1346
2025-01-09,0.0581
2025-01-10,0.2218
2025-01-11,0.1195
2025-01-12,0.5986
2025-01-13,1.0589
2025-01-14,1.0937
2025-01-15,0.1543
2025-01-16,0.5647
2025-01-17,0.0103
2025-01-18,0.357
2025-01-19,0.1227
2025-01-20,0.1214
2025-01-21,0.0819
2025-01-22,0.0523
2025-01-23,0.1715
2025-01-24,0.0476
2025-01-25,0.6411
2025-01-26,0.1056
2025-01-27,0.0599
2025-01-28,0.0253
2025-01-29,0.7328
2025-01-30,0.052
2025-01-31,0.0279
2025-02-01,0.0211
2025-02-02,0.8846
2025-02-03,0.2205
2025-02-04,0.7309
2025-02-05,0.025
2025-02-06,0.162
2025-02-07,0.1456
2025-02-08,1.0035
2025-02-09,0.0358
2025-02-10,0.1864
2025-02-11,0.0355
2025-02-12,0.6152
2025-02-13,0.0555
2025-02-14,0.066
2025-02-15,0.1204
2025-02-16,0.1099
2025-02-17,0.0402
2025-02-18,0.0866
2025-02-19,0.0174
2025-02-20,0.0862
2025-02-21,0.0074
2025-02-22,0.04
2025-02-23,0.1113
2025-02-24,0.2736
2025-02-25,0.1269
2025-02-26,0.5469
2025-02-27,0.1192
2025-02-28,0.1496
2025-03-01,0.2236
2025-03-02,0.0526
2025-03-03,0.1028
2025-03-04,0.0015
2025-03-05,0.0074
2025-03-06,0.0686
2025-03-07,0.0163
2025-03-08,0.1678
2025-03-09,0.0437
2025-03-10,0.0092
2025-03-11,0.1316
2025-03-12,0.03
2025-03-13,0.0217
2025-03-14,0.0915
2025-03-15,0.2659
2025-03-16,0.0557
2025-03-17,0.0152
2025-03-18,0.0252
2025-03-19,0.7772
2025-03-20,0.0875
2025-03-21,0.0512
2025-03-22,0.0146
2025-03-23,0.0196
2025-03-24,0.161
2025-03-25,0.1802
2025-03-26,0.101
2025-03-27,0.0832
2025-03-28,0.0306
2025-03-29,0.2298
2025-03-30,0.1805
2025-03-31,0.0734
2025-04-01,0.0052
2025-04-02,0.0587
2025-04-03,0.0358
2025-04-04,0.0126
2025-04-05,1.1684
2025-04-06,0.1155
2025-04-07,0.0657
2025-04-08,0.0483
2025-04-09,0.0803
2025-04-10,0.0963
2025-04-11,0.0125
2025-04-12,0.9143
2025-04-13,0.0068
2025-04-14,0
2025-04-15,0.0006
2025-04-16,0.0122
2025-04-17,0.0003
2025-04-18,0.0103
2025-04-19,0.0034
2025-04-20,0.0523
2025-04-21,0.038
2025-04-22,0.1019
2025-04-23,0.0153
2025-04-24,1.0023
2025-04-25,0.1955
2025-04-26,0.1296
2025-04-27,0.1193
2025-04-28,0.0373
2025-04-29,0.0158
2025-04-30,0.1681
2025-05-01,0
2025-05-02,0.0294
2025-05-03,0.0826
2025-05-04,0.1814
2025-05-05,0.0225
2025-05-06,0.772
2025-05-07,0.1277
2025-05-08,0.0848
2025-05-09,0.0377
2025-05-10,1.0771
2025-05-11,0.0491
2025-05-12,0.0492
2025-05-13,0.0706
2025-05-14,0.1298
2025-05-15,0.1167
2025-05-16,0.0115
2025-05-17,0.0446
2025-05-18,0.0109
2025-05-19,0.055
2025-05-20,0.1559
2025-05-21,0.0187
2025-05-22,0.0672
2025-05-23,0.0051
2025-05-24,0.2058
2025-05-25,0.1413
2025-05-26,2.4873
2025-05-27,0.4042
2025-05-28,0.0705
2025-05-29,0.0176
2025-05-30,0.1048
2025-05-31,0.0874
2025-06-01,0.0613
2025-06-02,0.0919
2025-06-03,0.0385
2025-06-04,0.0731
2025-06-05,0.4829
2025-06-06,0.3935
2025-06-07,0.3051
2025-06-08,0.0213
2025-06-09,0.0112
2025-06-10,0.4921
2025-06-11,0.0566
2025-06-12,0.0654
2025-06-13,0.0117
2025-06-14,0.014
2025-06-15,1.5117
2025-06-16,0.0018
2025-06-17,0.0389
2025-06-18,0.0082
2025-06-19,0.0141
2025-06-20,0.0033
2025-06-21,0.0166
2025-06-22,0.0357
2025-06-23,0.0455
2025-06-24,0
2025-06-25,0.1253
2025-06-26,0.1195
2025-06-27,0.0213
2025-06-28,0.1678
2025-06-29,0.0239
2025-06-30,0.0868
2025-07-01,0.0169
2025-07-02,0.18
2025-07-03,0.0217
2025-07-04,0.0497
2025-07-05,0.2289
2025-07-06,0.5345
2025-07-07,0.0878
2025-07-08,0.2928
2025-07-09,0
2025-07-10,0.1391
2025-07-11,0.0076
2025-07-12,0.032
2025-07-13,0.0462
2025-07-14,0.0981
2025-07-15,0.0216
2025-07-16,0.0733
2025-07-17,0.2102
2025-07-18,0.81
2025-07-19,0.1129
2025-07-20,0.0401
2025-07-21,0.0135
2025-07-22,0.0359
2025-07-23,0.9056
2025-07-24,0.3167
2025-07-25,0.1136
2025-07-26,0.1658
2025-07-27,0.0445
2025-07-28,0.0384
2025-07-29,0.087
2025-07-30,0.0036
2025-07-31,0.1753
2025-08-01,0.0454
2025-08-02,0.0029
2025-08-03,0.0488
2025-08-04,0.0692
2025-08-05,0.0843
2025-08-06,0.0541
2025-08-07,0.0176
2025-08-08,0.0251
2025-08-09,0.0165
2025-08-10,0.2287
2025-08-11,0.0019
2025-08-12,0.1814
2025-08-13,0.0909
2025-08-14,0.0286
2025-08-15,0.1372
2025-08-16,0.0771
2025-08-17,0.0893
2025-08-18,0.0084
2025-08-19,0.0194
2025-08-20,0
2025-08-21,0
2025-08-22,0
2025-08-23,0.0218
2025-08-24,0.0896
2025-08-25,0.0003
2025-08-26,0.1797
2025-08-27,0.0718
2025-08-28,0.031
2025-08-29,0.0649
2025-08-30,0.2782
2025-08-31,0.0105
2025-09-01,0.0266
2025-09-02,0.0429
2025-09-03,0.0404
2025-09-04,0.0418
2025-09-05,0.0517
2025-09-06,0.0905
2025-09-07,0.0311
2025-09-08,0.8574
2025-09-09,0.1351
2025-09-10,0.2352
2025-09-11,0.004
2025-09-12,0.2897
2025-09-13,0.7582
2025-09-14,0.1737
2025-09-15,0.0605
2025-09-16,0.0551
2025-09-17,0.0121
2025-09-18,0.0215
2025-09-19,0.1544
2025-09-20,0.0659
2025-09-21,0.0092
2025-09-22,0.019
2025-09-23,0.0215
2025-09-24,0.3137
2025-09-25,0
2025-09-26,0.0204
2025-09-27,0.0362
2025-09-28,0.0048
2025-09-29,0.1576
2025-09-30,0.1017
2025-10-01,0.1461
2025-10-02,0.0421
2025-10-03,0.0317
2025-10-04,1.7606
2025-10-05,0.0314
2025-10-06,0.0266
2025-10-07,0.0538
2025-10-08,0.0954
2025-10-09,0.0049
2025-10-10,0.0251
2025-10-11,0.0286
2025-10-12,0.0578
2025-10-13,0.0031
2025-10-14,0.1267
2025-10-15,0.0125
2025-10-16,0.0885
2025-10-17,0.0142
2025-10-18,0.138
2025-10-19,0.0222
2025-10-20,0.0079
2025-10-21,0.0284
2025-10-22,0.1415
2025-10-23,0.0695
2025-10-24,0.0697
2025-10-25,0.0162
2025-10-26,0.0977
2025-10-27,0.1103
2025-10-28,0.0891
2025-10-29,0.2729
2025-10-30,0.0552
2025-10-31,0.1359
2025-11-01,0.0492
2025-11-02,0.0517
2025-11-03,0.0145
2025-11-04,0.0165
2025-11-05,0.0016
2025-11-06,0.0607
2025-11-07,0.0079
2025-11-08,0.0631
2025-11-09,0.0143
2025-11-10,0.0061
2025-11-11,0.0024
2025-11-12,0.223
2025-11-13,0.0676
2025-11-14,0.0097
2025-11-15,0.1966
2025-11-16,0.1056
2025-11-17,0.0339
2025-11-18,0
2025-11-19,0.131
2025-11-20,0.1172
2025-11-21,0.1327
2025-11-22,0.8246
2025-11-23,0.0398
2025-11-24,0
2025-11-25,0.0702
2025-11-26,0
2025-11-27,0
2025-11-28,0.011
2025-11-29,0.2873
2025-11-30,0.1079
2025-12-01,0.0419
2025-12-02,0.2824
2025-12-03,0.1334
2025-12-04,0.0706
2025-12-05,0.2099
2025-12-06,0.9293
2025-12-07,0.1166
2025-12-08,0.0551
2025-12-09,0.0192
2025-12-10,0.0399
2025-12-11,0.033
2025-12-12,0.0195
2025-12-13,0.1152
2025-12-14,0.0781
2025-12-15,0.1311
2025-12-16,0.2368
2025-12-17,0.0082
2025-12-18,0.039
2025-12-19,0.0566
2025-12-20,0.1217
2025-12-21,0.0016
2025-12-22,0.018
2025-12-23,0.3614
2025-12-24,0.0558
2025-12-25,0.9759
2025-12-26,0.0383
2025-12-27,0.4737
2025-12-28,0.081
2025-12-29,0.1047
2025-12-30,0.0524
2025-12-31,0.2207
2026-01-01,0.2192
2026-01-02,0.3681
2026-01-03,1.4202
2026-01-04,0.1543
2026-01-05,0.0799
2026-01-06,0.245
2026-01-07,0.1381
2026-01-08,1.0543
2026-01-09,1.0212
2026-01-10,0.2599
2026-01-11,0.2082
2026-01-12,0.8062
2026-01-13,0.0089
2026-01-14,0.0699
2026-01-15,0.3762
2026-01-16,0.7963
2026-01-17,0.9375
2026-01-18,0.9698
2026-01-19,0.0095
2026-01-20,0.483
2026-01-21,0.1606
2026-01-22,0.2418
2026-01-23,0.2484
2026-01-24,0.1628
2026-01-25,0.1504
2026-01-26,0.0866
2026-01-27,0.021
2026-01-28,0.0334
2026-01-29,0.0591
2026-01-30,0.8964
2026-01-31,0.1345
2026-02-01,0.0214
2026-02-02,0.0894
2026-02-03,0.0307
2026-02-04,0.0511
2026-02-05,0.0628
2026-02-06,0.0448
2026-02-07,0.1769
2026-02-08,0.7093
